Date,Basket_Amount,Upgrade_Fee,Promotion_Type,Promotion_Eligible,Net_Upgrade_Cost,Age_Group,Shopper_Type,Group_Size,Sales_Outcome,Refusal_Reason,Upgrade_Opportunity
4/22/2026,47.55,31.07,Spend40_Save20,Yes,11.07,45-59,Individual,1,Declined,Language Barrier,Medium
4/22/2026,116.82,44.35,Spend40_Save20,Yes,24.35,30-44,Couple,2,Accepted,N/A,Medium
4/22/2026,49.43,10.58,Spend40_Save20,Yes,-9.42,45-59,Family,3,Declined,Doesn't Want Renewal Fee,Medium
4/22/2026,102.21,31.25,Spend40_Save20,Yes,11.25,60+,Business,2,Accepted,N/A,High
4/22/2026,252.09,16.05,Spend40_Save20,Yes,-3.95,45-59,Business,1,Accepted,N/A,High
4/22/2026,77.2,21.94,Spend40_Save20,Yes,1.94,60+,Couple,2,Accepted,N/A,Medium
4/22/2026,59.78,12.88,Spend40_Save20,Yes,-7.12,60+,Individual,1,Declined,Infrequent Shopper,High
4/22/2026,157.08,50.73,Spend40_Save20,Yes,30.73,60+,Family,4+,Accepted,N/A,Medium
4/23/2026,42.06,30.77,Spend40_Save20,Yes,10.77,60+,Family,3,Declined,Not Account Owner,Medium
4/23/2026,128.49,48.64,Spend40_Save20,Yes,28.64,45-59,Family,4+,Declined,Not Account Owner,Medium
4/23/2026,81.89,59.55,Spend40_Save20,Yes,39.55,18-29,Family,3,Accepted,N/A,Medium
4/23/2026,69.91,7.74,Spend40_Save20,Yes,-12.26,45-59,Individual,1,Accepted,N/A,High
4/23/2026,292.3,17.65,Spend40_Save20,Yes,-2.35,18-29,Business,2,Accepted,N/A,High
4/23/2026,102.87,29.09,Spend40_Save20,Yes,9.09,45-59,Business,3,Accepted,N/A,High
4/23/2026,35.69,9.31,Spend40_Save20,No,9.31,30-44,Individual,1,Not_Presented,N/A,Medium
4/23/2026,88.41,20.63,Spend40_Save20,Yes,0.63,60+,Family,3,Accepted,N/A,Medium
4/23/2026,67.54,40.31,Spend40_Save20,Yes,20.31,45-59,Couple,2,Declined,Infrequent Shopper,Medium
4/23/2026,187.92,16.47,Spend40_Save20,Yes,-3.53,45-59,Family,4+,Declined,Lack of Premium Knowledge,High
4/23/2026,135.24,2.28,Spend40_Save20,Yes,-17.72,18-29,Couple,2,Accepted,N/A,High
4/23/2026,8.43,9.99,Spend40_Save20,No,9.99,60+,Individual,1,Not_Presented,N/A,Medium
4/23/2026,97.07,29.44,Spend40_Save20,Yes,9.44,30-44,Family,3,Accepted,N/A,Medium
4/23/2026,177.94,20.26,Spend40_Save20,Yes,0.26,30-44,Family,3,Accepted,N/A,High
4/24/2026,41.38,53.47,Spend40_Save20,Yes,33.47,45-59,Couple,2,Accepted,N/A,Low
4/24/2026,180.44,37.09,Spend40_Save20,Yes,17.09,30-44,Couple,2,Declined,Not Account Owner,High
4/24/2026,41.25,2.63,Spend40_Save20,Yes,-17.37,60+,Family,3,Declined,Lack of Premium Knowledge,Medium
4/24/2026,273.2,33.05,Spend40_Save20,Yes,13.05,60+,Business,1,Declined,Price Concern,High
4/24/2026,47.41,39.51,Spend40_Save20,Yes,19.51,18-29,Individual,1,Declined,Infrequent Shopper,Medium
4/24/2026,41.35,47.34,Spend40_Save20,Yes,27.34,30-44,Family,4+,Declined,Not Account Owner,Low
4/24/2026,70.31,23.47,Spend40_Save20,Yes,3.47,45-59,Couple,2,Accepted,N/A,Medium
4/24/2026,93.94,52.29,Spend40_Save20,Yes,32.29,60+,Couple,2,Declined,Lack of Premium Knowledge,Medium
4/24/2026,41.21,25.96,Spend40_Save20,Yes,5.96,18-29,Individual,1,Declined,Infrequent Shopper,Medium
4/24/2026,46.16,33.74,Spend40_Save20,Yes,13.74,18-29,Family,3,Declined,Price Concern,Medium
4/24/2026,82.29,27.55,Spend40_Save20,Yes,7.55,18-29,Family,3,Accepted,N/A,Medium
4/24/2026,14.24,36.34,Spend40_Save20,No,36.34,30-44,Couple,2,Not_Presented,N/A,Low
4/24/2026,43.05,14.6,Spend40_Save20,Yes,-5.4,30-44,Individual,1,Accepted,N/A,Medium
4/24/2026,239.3,28.76,Spend40_Save20,Yes,8.76,45-59,Business,2,Accepted,N/A,High
4/24/2026,313.92,21.21,Spend40_Save20,Yes,1.21,60+,Business,3,Accepted,N/A,High
4/25/2026,163.64,3.22,No_Promotion,N/A,3.22,45-59,Family,3,Accepted,N/A,High
4/25/2026,178.3,30.27,No_Promotion,N/A,30.27,45-59,Family,3,Declined,Basket Below Promotion Threshold,Medium
4/25/2026,296.81,34.24,No_Promotion,N/A,34.24,45-59,Business,2,Declined,Not Account Owner,Medium
4/26/2026,260.3,41.23,No_Promotion,N/A,41.23,45-59,Business,3,Declined,Doesn't Want Renewal Fee,Medium
4/26/2026,29.2,6.29,No_Promotion,N/A,6.29,18-29,Individual,1,Declined,Basket Below Promotion Threshold,Medium
4/26/2026,18.87,9.64,No_Promotion,N/A,9.64,45-59,Individual,1,Accepted,N/A,Medium
4/26/2026,38.21,23.92,No_Promotion,N/A,23.92,60+,Individual,1,Declined,Basket Below Promotion Threshold,Low
4/27/2026,31.89,10.2,No_Promotion,N/A,10.2,60+,Individual,1,Accepted,N/A,Medium
4/27/2026,38.34,24.24,No_Promotion,N/A,24.24,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Low
4/27/2026,17,41.75,No_Promotion,N/A,41.75,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Low
4/27/2026,184.31,31.88,No_Promotion,N/A,31.88,45-59,Couple,2,Accepted,N/A,Medium
4/28/2026,207.25,59.06,No_Promotion,N/A,59.06,60+,Family,3,Declined,Basket Below Promotion Threshold,Medium
4/28/2026,72.6,7.13,No_Promotion,N/A,7.13,18-29,Individual,1,Declined,Language Barrier,Medium
4/29/2026,27.71,18.94,No_Promotion,N/A,18.94,60+,Family,3,Accepted,N/A,Medium
4/29/2026,66.29,30.57,No_Promotion,N/A,30.57,30-44,Individual,1,Accepted,N/A,Medium
4/29/2026,193.25,30.11,No_Promotion,N/A,30.11,30-44,Family,4+,Accepted,N/A,Medium
4/30/2026,29.53,16.34,No_Promotion,N/A,16.34,30-44,Individual,1,Accepted,N/A,Medium
4/30/2026,10.19,32.81,No_Promotion,N/A,32.81,18-29,Family,3,Accepted,N/A,Low
4/30/2026,6.91,3.58,No_Promotion,N/A,3.58,30-44,Individual,1,Accepted,N/A,Medium
4/30/2026,99.76,12.9,No_Promotion,N/A,12.9,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Medium
5/1/2026,72.8,15.66,Spend20_Save10,Yes,5.66,18-29,Family,4+,Accepted,N/A,High
5/1/2026,51.09,8.18,Spend20_Save10,Yes,-1.82,18-29,Couple,2,Accepted,N/A,High
5/1/2026,60.01,34.29,Spend20_Save10,Yes,24.29,18-29,Family,4+,Accepted,N/A,Medium
5/1/2026,5.47,16.49,Spend20_Save10,No,16.49,45-59,Individual,1,Not_Presented,N/A,Medium
5/1/2026,5.25,21.26,Spend20_Save10,No,21.26,30-44,Individual,1,Not_Presented,N/A,Low
5/1/2026,98.82,30.07,Spend20_Save10,Yes,20.07,60+,Family,3,Declined,Doesn't Want Renewal Fee,Medium
5/1/2026,76.73,37.11,Spend20_Save10,Yes,27.11,60+,Family,3,Accepted,N/A,Medium
5/1/2026,8.07,49.67,Spend20_Save10,No,49.67,30-44,Individual,1,Not_Presented,N/A,Low
5/2/2026,51.43,34.31,Spend20_Save10,Yes,24.31,18-29,Individual,1,Declined,Lack of Premium Knowledge,Medium
5/2/2026,58.53,4.68,Spend20_Save10,Yes,-5.32,30-44,Individual,1,Accepted,N/A,High
5/2/2026,71.23,30.9,Spend20_Save10,Yes,20.9,45-59,Couple,2,Declined,Not Account Owner,Medium
5/2/2026,49.63,12.08,Spend20_Save10,Yes,2.08,30-44,Individual,1,Accepted,N/A,Medium
5/2/2026,85.95,32.26,Spend20_Save10,Yes,22.26,30-44,Couple,2,Declined,Not Account Owner,Medium
5/2/2026,34.58,16.59,Spend20_Save10,Yes,6.59,30-44,Couple,2,Accepted,N/A,Medium
5/2/2026,463.75,18.57,Spend20_Save10,Yes,8.57,30-44,Business,3,Accepted,N/A,High
5/3/2026,19.87,9.85,Spend20_Save10,No,9.85,18-29,Individual,1,Not_Presented,N/A,Medium
5/3/2026,74.17,21.36,Spend20_Save10,Yes,11.36,45-59,Family,3,Declined,Lack of Premium Knowledge,Medium
5/3/2026,35.34,14.12,Spend20_Save10,Yes,4.12,30-44,Couple,2,Declined,Infrequent Shopper,Medium
5/3/2026,49.06,32.06,Spend20_Save10,Yes,22.06,30-44,Couple,2,Accepted,N/A,Medium
5/3/2026,5.09,12.95,Spend20_Save10,No,12.95,30-44,Couple,2,Not_Presented,N/A,Medium
5/3/2026,53.56,18.36,Spend20_Save10,Yes,8.36,45-59,Family,3,Declined,Not Account Owner,High
5/3/2026,32.71,26.68,Spend20_Save10,Yes,16.68,45-59,Family,4+,Accepted,N/A,Medium
5/3/2026,114.65,9.42,Spend20_Save10,Yes,-0.58,45-59,Business,1,Accepted,N/A,High
5/4/2026,527.98,35.5,Spend20_Save10,Yes,25.5,60+,Business,2,Accepted,N/A,High
5/4/2026,78.84,8.42,Spend20_Save10,Yes,-1.58,45-59,Couple,2,Declined,Infrequent Shopper,High
5/4/2026,254.48,33.32,Spend20_Save10,Yes,23.32,45-59,Family,4+,Accepted,N/A,High
5/4/2026,113.06,53.88,Spend20_Save10,Yes,43.88,30-44,Couple,2,Accepted,N/A,Medium
5/4/2026,69.74,25.27,Spend20_Save10,Yes,15.27,18-29,Family,3,Declined,Price Concern,Medium
5/4/2026,132.67,10.8,Spend20_Save10,Yes,0.8,45-59,Couple,2,Declined,Infrequent Shopper,High
5/5/2026,185.88,24.51,Spend20_Save10,Yes,14.51,60+,Business,3,Declined,Infrequent Shopper,High
5/5/2026,88.1,28.93,Spend20_Save10,Yes,18.93,60+,Business,1,Declined,Other,Medium
5/5/2026,28.71,56.48,Spend20_Save10,Yes,46.48,30-44,Couple,2,Declined,Lack of Premium Knowledge,Low
5/5/2026,38.82,30.08,Spend20_Save10,Yes,20.08,45-59,Family,3,Declined,Infrequent Shopper,Medium
5/5/2026,69.66,11.07,Spend20_Save10,Yes,1.07,30-44,Couple,2,Declined,Lack of Premium Knowledge,High
5/5/2026,50.73,26.91,Spend20_Save10,Yes,16.91,18-29,Couple,2,Declined,Price Concern,Medium
5/6/2026,78.86,41.11,Spend20_Save10,Yes,31.11,60+,Individual,1,Declined,Infrequent Shopper,Medium
5/6/2026,132.37,29.66,Spend20_Save10,Yes,19.66,45-59,Family,3,Accepted,N/A,High
5/6/2026,26.84,13.12,Spend20_Save10,Yes,3.12,30-44,Individual,1,Accepted,N/A,Medium
5/6/2026,20.29,32.58,Spend20_Save10,Yes,22.58,30-44,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
5/6/2026,37.77,26.91,Spend20_Save10,Yes,16.91,45-59,Couple,2,Declined,Lack of Premium Knowledge,Medium
5/6/2026,93.95,12.8,Spend20_Save10,Yes,2.8,60+,Individual,1,Accepted,N/A,High
5/6/2026,47.29,24.76,Spend20_Save10,Yes,14.76,30-44,Couple,2,Accepted,N/A,Medium
5/6/2026,135.69,46.84,Spend20_Save10,Yes,36.84,18-29,Family,3,Declined,Infrequent Shopper,Medium
5/6/2026,79.05,34.78,Spend20_Save10,Yes,24.78,45-59,Couple,2,Accepted,N/A,Medium
5/7/2026,55.13,20.98,Spend20_Save10,Yes,10.98,45-59,Couple,2,Accepted,N/A,Medium
5/7/2026,70.65,47.56,Spend20_Save10,Yes,37.56,45-59,Couple,2,Accepted,N/A,Medium
5/7/2026,165.77,49.8,Spend20_Save10,Yes,39.8,30-44,Business,2,Declined,Not Account Owner,Medium
5/7/2026,114.68,8.86,Spend20_Save10,Yes,-1.14,45-59,Family,3,Accepted,N/A,High
5/7/2026,94.35,11.97,Spend20_Save10,Yes,1.97,30-44,Couple,2,Declined,Infrequent Shopper,High
5/7/2026,23.78,7.08,Spend20_Save10,Yes,-2.92,60+,Individual,1,Declined,Not Account Owner,Medium
5/7/2026,36.17,39.72,Spend20_Save10,Yes,29.72,60+,Individual,1,Declined,Other,Medium
5/7/2026,137.51,22.22,Spend20_Save10,Yes,12.22,18-29,Family,4+,Accepted,N/A,High
5/7/2026,101.09,7.15,Spend20_Save10,Yes,-2.85,45-59,Family,3,Accepted,N/A,High
5/8/2026,55.28,51.61,No_Promotion,N/A,51.61,45-59,Individual,1,Declined,Infrequent Shopper,Low
5/8/2026,42.3,9.57,No_Promotion,N/A,9.57,30-44,Couple,2,Accepted,N/A,Medium
5/8/2026,62.09,9.43,No_Promotion,N/A,9.43,18-29,Family,3,Accepted,N/A,Medium
5/8/2026,46.33,14.6,No_Promotion,N/A,14.6,30-44,Couple,2,Accepted,N/A,Medium
5/9/2026,20.42,2.14,No_Promotion,N/A,2.14,45-59,Individual,1,Accepted,N/A,Medium
5/9/2026,43.77,18.29,No_Promotion,N/A,18.29,18-29,Couple,2,Declined,Not Account Owner,Medium
5/9/2026,199.14,16.42,No_Promotion,N/A,16.42,30-44,Business,3,Declined,Basket Below Promotion Threshold,High
5/9/2026,78.05,16.13,No_Promotion,N/A,16.13,45-59,Family,4+,Accepted,N/A,Medium
5/9/2026,32.87,10.69,No_Promotion,N/A,10.69,18-29,Couple,2,Declined,Basket Below Promotion Threshold,Medium
5/10/2026,26.06,46.03,No_Promotion,N/A,46.03,30-44,Individual,1,Declined,Not Account Owner,Low
5/10/2026,18.07,25.43,No_Promotion,N/A,25.43,30-44,Individual,1,Declined,Price Concern,Low
5/10/2026,224.41,26.51,No_Promotion,N/A,26.51,30-44,Business,1,Accepted,N/A,Medium
5/10/2026,71.83,16.66,No_Promotion,N/A,16.66,30-44,Couple,2,Declined,Language Barrier,Medium
5/11/2026,169,47.31,No_Promotion,N/A,47.31,60+,Family,4+,Declined,Lack of Premium Knowledge,Medium
5/11/2026,51.05,40.16,No_Promotion,N/A,40.16,60+,Couple,2,Declined,Price Concern,Low
5/11/2026,58.83,35.28,No_Promotion,N/A,35.28,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Medium
5/11/2026,69.18,45.57,No_Promotion,N/A,45.57,30-44,Family,4+,Declined,Infrequent Shopper,Low
5/12/2026,229.52,7.09,No_Promotion,N/A,7.09,45-59,Family,3,Accepted,N/A,High
5/12/2026,41.06,4.97,No_Promotion,N/A,4.97,30-44,Individual,1,Accepted,N/A,Medium
5/12/2026,63,14.35,No_Promotion,N/A,14.35,45-59,Individual,1,Accepted,N/A,Medium
5/12/2026,299.32,19.94,No_Promotion,N/A,19.94,60+,Business,3,Accepted,N/A,High
5/13/2026,55.14,43.96,No_Promotion,N/A,43.96,30-44,Individual,1,Declined,Language Barrier,Low
5/13/2026,58.73,11.48,No_Promotion,N/A,11.48,18-29,Individual,1,Declined,Basket Below Promotion Threshold,Medium
5/13/2026,32.2,27.42,No_Promotion,N/A,27.42,45-59,Family,4+,Declined,Basket Below Promotion Threshold,Low
5/13/2026,185.59,19.67,No_Promotion,N/A,19.67,30-44,Business,2,Accepted,N/A,High
5/14/2026,326.09,47.73,No_Promotion,N/A,47.73,60+,Business,1,Declined,Infrequent Shopper,Medium
5/14/2026,31.36,25.5,No_Promotion,N/A,25.5,18-29,Individual,1,Declined,Infrequent Shopper,Low
5/15/2026,20.93,37.76,No_Promotion,N/A,37.76,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Low
5/15/2026,34.19,16.31,No_Promotion,N/A,16.31,30-44,Individual,1,Accepted,N/A,Medium
5/16/2026,335.23,47.37,No_Promotion,N/A,47.37,60+,Business,2,Declined,Lack of Premium Knowledge,Medium
5/16/2026,149.57,30.24,No_Promotion,N/A,30.24,60+,Business,1,Declined,Price Concern,Medium
5/16/2026,28.77,47.79,No_Promotion,N/A,47.79,30-44,Individual,1,Declined,Other,Low
5/16/2026,18.1,52.68,No_Promotion,N/A,52.68,30-44,Individual,1,Accepted,N/A,Low
5/16/2026,41.03,27.11,No_Promotion,N/A,27.11,18-29,Couple,2,Declined,Infrequent Shopper,Low
5/17/2026,8.5,18.13,No_Promotion,N/A,18.13,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Medium
5/17/2026,196.29,31.02,No_Promotion,N/A,31.02,18-29,Family,3,Accepted,N/A,Medium
5/17/2026,73.52,14.69,No_Promotion,N/A,14.69,30-44,Family,4+,Accepted,N/A,Medium
5/17/2026,91.49,19.73,No_Promotion,N/A,19.73,30-44,Family,4+,Declined,Lack of Premium Knowledge,Medium
5/18/2026,51.11,5.54,No_Promotion,N/A,5.54,30-44,Individual,1,Accepted,N/A,Medium
5/18/2026,39.5,4.19,No_Promotion,N/A,4.19,18-29,Couple,2,Accepted,N/A,Medium
5/18/2026,121.23,36.78,No_Promotion,N/A,36.78,45-59,Family,3,Accepted,N/A,Medium
5/18/2026,112.15,33.08,No_Promotion,N/A,33.08,45-59,Family,3,Declined,Infrequent Shopper,Medium
5/19/2026,85.81,23.72,No_Promotion,N/A,23.72,30-44,Individual,1,Declined,Infrequent Shopper,Medium
5/19/2026,98.75,45.48,No_Promotion,N/A,45.48,18-29,Family,4+,Declined,Doesn't Want Renewal Fee,Low
5/20/2026,29.63,39.84,No_Promotion,N/A,39.84,30-44,Individual,1,Accepted,N/A,Low
5/20/2026,207.81,39.22,No_Promotion,N/A,39.22,45-59,Family,4+,Accepted,N/A,Medium
5/21/2026,86.07,16.11,No_Promotion,N/A,16.11,45-59,Family,4+,Declined,Lack of Premium Knowledge,Medium
5/21/2026,41.87,29.53,No_Promotion,N/A,29.53,45-59,Couple,2,Declined,Price Concern,Low
5/22/2026,63.15,4.4,No_Promotion,N/A,4.4,60+,Couple,2,Declined,Lack of Premium Knowledge,Medium
5/22/2026,167.06,41.21,No_Promotion,N/A,41.21,60+,Couple,2,Declined,Basket Below Promotion Threshold,Medium
5/22/2026,43.31,2.89,No_Promotion,N/A,2.89,45-59,Couple,2,Accepted,N/A,Medium
5/22/2026,86.97,32.22,No_Promotion,N/A,32.22,18-29,Family,3,Accepted,N/A,Medium
5/22/2026,35.91,16.63,No_Promotion,N/A,16.63,30-44,Couple,2,Declined,Price Concern,Medium
5/23/2026,64.6,33.79,No_Promotion,N/A,33.79,30-44,Couple,2,Accepted,N/A,Medium
5/23/2026,131.95,2.91,No_Promotion,N/A,2.91,30-44,Family,4+,Declined,Other,High
5/23/2026,80.8,32.21,No_Promotion,N/A,32.21,30-44,Couple,2,Accepted,N/A,Medium
5/23/2026,110.32,30.06,No_Promotion,N/A,30.06,30-44,Family,3,Declined,Basket Below Promotion Threshold,Medium
5/23/2026,19.35,25.04,No_Promotion,N/A,25.04,45-59,Individual,1,Declined,Lack of Premium Knowledge,Low
5/24/2026,190.34,54.26,No_Promotion,N/A,54.26,45-59,Family,4+,Declined,Doesn't Want Renewal Fee,Medium
5/24/2026,82.26,31.73,No_Promotion,N/A,31.73,30-44,Individual,1,Declined,Price Concern,Medium
5/24/2026,17.81,14.29,No_Promotion,N/A,14.29,60+,Individual,1,Declined,Infrequent Shopper,Medium
5/25/2026,53.76,43.45,No_Promotion,N/A,43.45,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Low
5/25/2026,15.01,33.63,No_Promotion,N/A,33.63,30-44,Individual,1,Declined,Price Concern,Low
5/25/2026,34.86,39.98,No_Promotion,N/A,39.98,60+,Couple,2,Accepted,N/A,Low
5/25/2026,57.18,35.79,No_Promotion,N/A,35.79,30-44,Couple,2,Accepted,N/A,Medium
5/26/2026,101.69,53.29,No_Promotion,N/A,53.29,18-29,Business,3,Accepted,N/A,Medium
5/26/2026,20.8,18.55,No_Promotion,N/A,18.55,60+,Individual,1,Declined,Infrequent Shopper,Medium
5/27/2026,56.66,19.08,No_Promotion,N/A,19.08,30-44,Couple,2,Accepted,N/A,Medium
5/27/2026,325.65,8.99,No_Promotion,N/A,8.99,30-44,Business,3,Accepted,N/A,High
5/27/2026,112.62,31.77,No_Promotion,N/A,31.77,30-44,Family,3,Declined,Infrequent Shopper,Medium
5/27/2026,5.61,16.06,No_Promotion,N/A,16.06,45-59,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
5/27/2026,162.75,16.65,No_Promotion,N/A,16.65,18-29,Family,3,Accepted,N/A,High
5/28/2026,44.44,29,No_Promotion,N/A,29,30-44,Individual,1,Declined,Infrequent Shopper,Low
5/28/2026,7.05,27.51,No_Promotion,N/A,27.51,18-29,Individual,1,Declined,Doesn't Want Renewal Fee,Low
5/28/2026,74.75,19.92,No_Promotion,N/A,19.92,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Medium
5/28/2026,97.66,56.62,No_Promotion,N/A,56.62,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Low
5/29/2026,79.18,9.23,No_Promotion,N/A,9.23,18-29,Family,4+,Declined,Basket Below Promotion Threshold,Medium
5/29/2026,32.68,22.46,No_Promotion,N/A,22.46,30-44,Individual,1,Declined,Not Account Owner,Low
5/29/2026,131.38,10.28,No_Promotion,N/A,10.28,18-29,Family,3,Accepted,N/A,High
5/29/2026,93.76,30.39,No_Promotion,N/A,30.39,18-29,Family,4+,Declined,Lack of Premium Knowledge,Medium
5/29/2026,8.28,15.86,No_Promotion,N/A,15.86,60+,Individual,1,Accepted,N/A,Medium
5/30/2026,163.17,5,No_Promotion,N/A,5,18-29,Family,4+,Declined,Basket Below Promotion Threshold,High
5/30/2026,223.68,21.37,No_Promotion,N/A,21.37,30-44,Business,1,Accepted,N/A,Medium
5/30/2026,81.95,34.66,No_Promotion,N/A,34.66,30-44,Family,3,Declined,Price Concern,Medium
5/30/2026,152.77,16.08,No_Promotion,N/A,16.08,30-44,Family,4+,Declined,Basket Below Promotion Threshold,High
5/30/2026,111.31,34.78,No_Promotion,N/A,34.78,18-29,Family,4+,Declined,Other,Medium
5/31/2026,181.93,45.63,No_Promotion,N/A,45.63,30-44,Family,4+,Declined,Price Concern,Medium
5/31/2026,18.97,46.66,No_Promotion,N/A,46.66,60+,Couple,2,Declined,Infrequent Shopper,Low
5/31/2026,177.95,5.42,No_Promotion,N/A,5.42,30-44,Family,4+,Accepted,N/A,High
6/1/2026,21.88,13.59,Spend20_Save10,Yes,3.59,30-44,Individual,1,Declined,Not Account Owner,Medium
6/1/2026,81.72,38.7,Spend20_Save10,Yes,28.7,45-59,Individual,1,Declined,Other,Medium
6/1/2026,149.87,8.82,Spend20_Save10,Yes,-1.18,18-29,Family,3,Accepted,N/A,High
6/1/2026,43.43,10.04,Spend20_Save10,Yes,0.04,18-29,Individual,1,Accepted,N/A,Medium
6/1/2026,92.05,24.92,Spend20_Save10,Yes,14.92,60+,Family,3,Accepted,N/A,Medium
6/1/2026,337.99,12.98,Spend20_Save10,Yes,2.98,30-44,Business,1,Declined,Price Concern,High
6/1/2026,156.54,4.82,Spend20_Save10,Yes,-5.18,60+,Family,3,Accepted,N/A,High
6/1/2026,88.05,29.97,Spend20_Save10,Yes,19.97,45-59,Individual,1,Declined,Lack of Premium Knowledge,Medium
6/2/2026,19.35,4.25,Spend20_Save10,No,4.25,30-44,Individual,1,Not_Presented,N/A,Medium
6/2/2026,180.37,35.17,Spend20_Save10,Yes,25.17,30-44,Couple,2,Declined,Infrequent Shopper,High
6/2/2026,160.72,16.74,Spend20_Save10,Yes,6.74,45-59,Family,4+,Accepted,N/A,High
6/2/2026,342.19,15.98,Spend20_Save10,Yes,5.98,18-29,Business,1,Declined,Infrequent Shopper,High
6/2/2026,120.46,32.68,Spend20_Save10,Yes,22.68,30-44,Family,3,Accepted,N/A,High
6/2/2026,42.1,33.15,Spend20_Save10,Yes,23.15,18-29,Individual,1,Declined,Price Concern,Medium
6/2/2026,29.09,32.02,Spend20_Save10,Yes,22.02,30-44,Individual,1,Accepted,N/A,Medium
6/2/2026,69.83,47.62,Spend20_Save10,Yes,37.62,30-44,Family,3,Declined,Infrequent Shopper,Medium
6/3/2026,58.48,7.95,Spend20_Save10,Yes,-2.05,45-59,Individual,1,Accepted,N/A,High
6/3/2026,47.11,36.45,Spend20_Save10,Yes,26.45,45-59,Individual,1,Declined,Price Concern,Medium
6/3/2026,119.77,48.34,Spend20_Save10,Yes,38.34,18-29,Business,2,Declined,Lack of Premium Knowledge,Medium
6/3/2026,42.16,35.28,Spend20_Save10,Yes,25.28,30-44,Individual,1,Declined,Language Barrier,Medium
6/3/2026,194.56,5.44,Spend20_Save10,Yes,-4.56,45-59,Family,3,Accepted,N/A,High
6/3/2026,54.98,4.09,Spend20_Save10,Yes,-5.91,18-29,Individual,1,Declined,Other,High
6/3/2026,13.79,8.53,Spend20_Save10,No,8.53,45-59,Individual,1,Not_Presented,N/A,Medium
6/3/2026,153.21,11.37,Spend20_Save10,Yes,1.37,30-44,Family,3,Declined,Other,High
6/3/2026,23.29,26.95,Spend20_Save10,Yes,16.95,30-44,Individual,1,Declined,Other,Medium
6/4/2026,56.07,49.77,Spend20_Save10,Yes,39.77,45-59,Individual,1,Declined,Language Barrier,Medium
6/4/2026,164.51,20.9,Spend20_Save10,Yes,10.9,45-59,Business,3,Accepted,N/A,High
6/4/2026,84.91,13.8,Spend20_Save10,Yes,3.8,30-44,Couple,2,Declined,Other,High
6/4/2026,42.24,47.13,Spend20_Save10,Yes,37.13,45-59,Individual,1,Declined,Not Account Owner,Low
6/4/2026,205.56,8.62,Spend20_Save10,Yes,-1.38,30-44,Business,1,Accepted,N/A,High
6/4/2026,7.52,18.35,Spend20_Save10,No,18.35,30-44,Individual,1,Not_Presented,N/A,Medium
6/4/2026,27.35,31.09,Spend20_Save10,Yes,21.09,30-44,Individual,1,Accepted,N/A,Medium
6/4/2026,69.72,34.7,Spend20_Save10,Yes,24.7,60+,Individual,1,Declined,Infrequent Shopper,Medium
6/4/2026,36.02,15.18,Spend20_Save10,Yes,5.18,60+,Individual,1,Accepted,N/A,Medium
6/5/2026,175.87,4.09,Spend20_Save10,Yes,-5.91,30-44,Business,2,Accepted,N/A,High
6/5/2026,37.39,4.68,Spend20_Save10,Yes,-5.32,30-44,Individual,1,Accepted,N/A,Medium
6/5/2026,67.03,20.64,Spend20_Save10,Yes,10.64,45-59,Family,3,Declined,Lack of Premium Knowledge,Medium
6/5/2026,78.52,6.76,Spend20_Save10,Yes,-3.24,30-44,Couple,2,Accepted,N/A,High
6/5/2026,20.97,26.15,Spend20_Save10,Yes,16.15,45-59,Individual,1,Declined,Other,Medium
6/5/2026,102.3,5.86,Spend20_Save10,Yes,-4.14,45-59,Family,4+,Accepted,N/A,High
6/5/2026,5.83,8.67,Spend20_Save10,No,8.67,30-44,Individual,1,Not_Presented,N/A,Medium
6/6/2026,41.64,13.81,Spend20_Save10,Yes,3.81,30-44,Individual,1,Declined,Not Account Owner,Medium
6/6/2026,38.2,56.67,Spend20_Save10,Yes,46.67,30-44,Individual,1,Declined,Other,Low
6/6/2026,81.75,34.12,Spend20_Save10,Yes,24.12,45-59,Family,4+,Accepted,N/A,Medium
6/6/2026,8.01,19.63,Spend20_Save10,No,19.63,18-29,Individual,1,Not_Presented,N/A,Medium
6/6/2026,33.64,6.4,Spend20_Save10,Yes,-3.6,30-44,Family,3,Declined,Infrequent Shopper,Medium
6/6/2026,92.15,14.97,Spend20_Save10,Yes,4.97,60+,Family,3,Accepted,N/A,High
6/6/2026,98.43,3.79,Spend20_Save10,Yes,-6.21,45-59,Family,4+,Accepted,N/A,High
6/6/2026,89.82,3.04,Spend20_Save10,Yes,-6.96,18-29,Family,3,Accepted,N/A,High
6/6/2026,82.31,8.47,Spend20_Save10,Yes,-1.53,60+,Couple,2,Accepted,N/A,High
6/6/2026,93.77,13.7,Spend20_Save10,Yes,3.7,30-44,Couple,2,Accepted,N/A,High
